case.title,case.productName,ms.service
生产环境的虚拟机没有接到任何通知的情况下被重启了，请帮我查一下,Virtual Machine running Linux,virtual-machines
无法通过插件修改虚拟机管理员登陆凭证,Virtual Machine running Windows,virtual-machines
我的虚拟机今天怎么会是关闭状态,Virtual Machine running Windows,virtual-machines
云服务终结点不可用,Cloud Service(Web role/Worker role),quota
更改虚机密码的问题,Virtual Machine running Linux,virtual-machines
ARM 门户VM无法连接,Virtual Machine running Linux,virtual-machines
虚拟机密码重置,Virtual Machine running Windows,virtual-machines
虚拟机关闭 后在重启，网站访问不了，怀疑数据放在临时盘了,Virtual Machine running Linux,virtual-machines
如何把Linux虚机时区设置成中国时区,Virtual Machine running Linux,virtual-machines
虚拟机配置文件问题,Virtual Machine running Linux,virtual-machines
无法RDP连接虚拟机,Virtual Machine running Windows,virtual-machines
防火墙问题,Virtual Machine running Windows,virtual-machines
VM远程连接无法登陆,Virtual Machine running Windows,virtual-machines
更新完补丁重启后无法连接,Virtual Machine running Windows,virtual-machines
vm咨询,Virtual Machine running Linux,virtual-machines
添加Linux服务器到Windows AD不能获得用户信息,Virtual Machine running Linux,virtual-machines
虚拟机无法停止与删除,Virtual Machine running Linux,virtual-machines
VM病毒攻击问题,Virtual Machine running Windows,virtual-machines
"虚拟机无法启动,生产机器,紧急",Virtual Machine running Windows,virtual-machines
在虚拟机内部禁用了网卡，申请后台console恢复网卡,Virtual Machine running Windows,virtual-machines
Linux挂载的共享数据盘提示Input/Output error,Virtual Machine running Linux,virtual-machines
虚拟机远程连接出错,Virtual Machine running Linux,virtual-machines
创建虚拟机后网络连接不成功,Virtual Machine running Linux,virtual-machines
磁盘扩容,Virtual Machine running Linux,virtual-machines
Linux VM Root密码咨询,Virtual Machine running Linux,virtual-machines
修改Linux虚拟机默认SSH端口号,Virtual Machine running Linux,virtual-machines
升级导致SSH不可用,Virtual Machine running Linux,virtual-machines
os x 无法远程到我的Azure服务器,Virtual Machine running Windows,virtual-machines
Linux系统无法启动,Virtual Machine running Linux,virtual-machines
Azure 文件共享问题,Virtual Machine running Linux,virtual-machines
排查VM重启的原因,Virtual Machine running Linux,virtual-machines
无法ssh链接到虚拟机,Virtual Machine running Linux,virtual-machines
虚拟机服务非正常挂机,Virtual Machine running Linux,virtual-machines
虚拟机远程连接桌面咨询,Virtual Machine running Windows,virtual-machines
How to add disk on Ubuntu 17.04 VM,Virtual Machine running Linux,virtual-machines
虚拟机远程连接连不上,Virtual Machine running Linux,virtual-machines
新建虚拟机不能远程,Virtual Machine running Windows,virtual-machines
Azure虚拟机无法远程桌面,Virtual Machine running Windows,virtual-machines
单台虚拟机数据盘如何挂载，多台虚拟机磁盘如何共享,Virtual Machine running Linux,virtual-machines
用VHD新建的虚拟机重启失败,Virtual Machine running Windows,virtual-machines
无法连接windows虚拟机,Virtual Machine running Windows,virtual-machines
虚拟机密码忘了,Virtual Machine running Linux,virtual-machines
无法挂载磁盘,Virtual Machine running Linux,virtual-machines
虚拟机内远程桌面问题,Virtual Machine running Windows,virtual-machines
RDP连接不上了,Virtual Machine running Windows,virtual-machines
创建时没设定root密码,Virtual Machine running Linux,virtual-machines
升级VM报错,Virtual Machine running Windows,virtual-machines
虚拟机重启无法连接,Virtual Machine running Linux,virtual-machines
虚拟机突然重启,Virtual Machine running Linux,virtual-machines
由于配置错误导致sudo不可用，这种问题应该如何解决呢？,Virtual Machine running Linux,virtual-machines
虚拟机Windows远程连接不上,Virtual Machine running Windows,virtual-machines
RCA request for 2017071999286,Virtual Machine running Windows,virtual-machines
登陆虚拟机出错,Virtual Machine running Windows,virtual-machines
按照官方文档的向导创建了虚拟机并且分配了公网IP，但是仍然无法连接。,Virtual Machine running Windows,virtual-machines
如何重置虚机登录密码,Virtual Machine running Linux,virtual-machines
can't remote to server,Virtual Machine running Windows,virtual-machines
linux虚拟机系统盘可否扩容,Virtual Machine running Linux,virtual-machines
无法启动虚拟机，也无法创建新的虚拟机,Virtual Machine running Windows,virtual-machines
虚机无法SSH远程连接,Virtual Machine running Windows,virtual-machines
改了DNS设置后就无法连接了,Virtual Machine running Windows,virtual-machines
虚拟机的设置问题,Virtual Machine running Linux,virtual-machines
虚拟机带宽监控,Virtual Machine running Linux,virtual-machines
创建后密码错误,Virtual Machine running Linux,virtual-machines
vm重启排查,Virtual Machine running Windows,virtual-machines
创建Linux虚拟机失败,Virtual Machine running Linux,virtual-machines
os内修改静态IP后，无法连接虚拟机,Virtual Machine running Windows,virtual-machines
RDP无法访问139.219.109.102,Virtual Machine running Windows,virtual-machines
VM配置咨询,Virtual Machine running Linux,virtual-machines
RDP无法远程,Virtual Machine running Windows,virtual-machines
凭据无法工作,Virtual Machine running Windows,virtual-machines
Linux VM连接问题,Virtual Machine running Linux,virtual-machines
VM访问远程桌面问题,Virtual Machine running Windows,virtual-machines
远程不能访问搭建的Apache服务,Virtual Machine running Linux,virtual-machines
文件系统提供共享文件给Linux时挂载不了,Storage,storage
重启虚拟机,Virtual Machine running Windows,virtual-machines
主机无法启动,Virtual Machine running Linux,virtual-machines
Linux VM时区问题,Virtual Machine running Linux,virtual-machines
云主机设置防火墙误操作远程连接不成功,Virtual Machine running Linux,virtual-machines
Linux sudo 功能相关疑问,Virtual Machine running Linux,virtual-machines
用CLI部署虚机 OS DISK 大小的疑问,Virtual Machine running Linux,virtual-machines
Azure是否支持red hat,Virtual Machine running Linux,virtual-machines
Linux VM如何安装防病毒软件,Virtual Machine running Linux,virtual-machines
系统防火墙误重置,Virtual Machine running Windows,virtual-machines
无法SSH远程登录虚机,Virtual Machine running Linux,virtual-machines
创建的Linux虚拟机root密码是多少,Virtual Machine running Linux,virtual-machines
虚拟机无法启动  删除,Virtual Machine running Linux,virtual-machines
想要部署CentOS6.5版本,Virtual Machine running Linux,virtual-machines
无法启动虚机,Virtual Machine running Linux,virtual-machines
一直都显示重启。,Virtual Machine running Windows,virtual-machines
创建新用户的问题,Virtual Machine running Linux,virtual-machines
ssh服务故障服务器连接不上,Virtual Machine running Linux,virtual-machines
无法ssh登陆,Virtual Machine running Linux,virtual-machines
无法登陆VM04虚拟机,Virtual Machine running Windows,virtual-machines
rdp端口修改，防火墙未改无法连接,Virtual Machine running Windows,virtual-machines
我对一个虚拟机进行了捕获，但是用映像装系统却找不到以前的数据了,Virtual Machine running Linux,virtual-machines
VM远程桌面无法登陆,Virtual Machine running Windows,virtual-machines
liunx  root 权限问题,Virtual Machine running Linux,virtual-machines
vm磁盘咨询,Virtual Machine running Linux,virtual-machines
如何获取root权限,Virtual Machine running Linux,virtual-machines
虚拟机同步设置,Virtual Machine Running Redhat,virtual-machines
一台Linux无法连接，重置SSH配置失败。,Virtual Machine running Linux,virtual-machines
云桌面无法登陆,Virtual Machine running Windows,virtual-machines
如何远程后台登录服务器,Virtual Machine running Linux,virtual-machines
lnmp安装不成功,Virtual Machine running Linux,virtual-machines
Linux系统执行命令无反应,Virtual Machine running Linux,virtual-machines
排查虚拟机自动重启的原因,Virtual Machine running Windows,virtual-machines
VM终结点不通,Virtual Machine running Windows,virtual-machines
Linux虚机临时磁盘里的数据丢失，是否可以找回？,Virtual Machine running Linux,virtual-machines
共享文件夹input/output error,Storage,storage
VM数据找回,Virtual Machine running Linux,virtual-machines
Azure虚拟机更改大小后无法开机,Virtual Machine running Linux,virtual-machines
Linux虚机添加附加数据磁盘需要先行购买吗？,Virtual Machine running Linux,virtual-machines
Linux虚拟机带宽上限跟下限,Virtual Machine running Linux,virtual-machines
Linux虚拟机密码失效,Virtual Machine running Linux,virtual-machines
VM挂载的磁盘,Virtual Machine running Linux,virtual-machines
请问我在中国区创建虚拟机的脚本，可以用来在azure global上么？,Virtual Machine running Linux,virtual-machines
遗忘VM登录密码,Virtual Machine running Linux,virtual-machines
无法成功部署vmaccessagent,Virtual Machine running Windows,virtual-machines
虚拟机启动之后远程桌面连接不上,Virtual Machine running Windows,virtual-machines
SSH连接不到Linux VM,Virtual Machine running Linux,virtual-machines
申请下虚拟机的console权限,Virtual Machine running Windows,virtual-machines
想选择一台带宽较高的虚拟机，需要建议,Virtual Machine running Windows,virtual-machines
虚拟机VPN问题等,Virtual Network,vpn-gateway
换IP,Virtual Machine running Windows,virtual-machines
VPN和网关和内部网关的迷茫,Virtual Network,vpn-gateway
Sonicwall Site to Site VPN,Virtual Network,vpn-gateway
利用IIS建立sftp，使用工具能登陆但无法刷新列表,Virtual Network,virtual-network
linux 系统ftp服务的解决方案,Virtual Machine running Linux,virtual-machines
虚拟机没有公网IP，内部设置静态IP，对应NAT的公网IP也不会变吗？,Virtual Machine running Windows,virtual-machines
搭建VPC,Virtual Network,virtual-network
咨询Express route ,ExpressRoute,expressroute
自己的二级域名配置操作如何？,Virtual Machine running Windows,virtual-machines
VM终结点端口修改,Virtual Machine running Windows,virtual-machines
Windows VM 公共IP配置,Virtual Machine running Windows,virtual-machines
应用程序网关设置,Application Gateway,application-gateway
内部负载均衡出现问题,Application Gateway,application-gateway
内部负载均衡咨询,Virtual Network,virtual-network
从azure的服务器登录阿里云的服务器非常慢,Virtual Machine running Linux,virtual-machines
应用程序网关DNS,Application Gateway,application-gateway
虚拟机中的应用不可用,Virtual Machine running Windows,virtual-machines
TCP Proxy Server in Azure China,Virtual Machine running Windows,virtual-machines
应用网关设置参数,Virtual Machine running Windows,virtual-machines
更换ip地址问题,Virtual Machine running Windows,virtual-machines
