title,description,ms.service
 Azure AD Connect 同步：更改 AD DS 帐户密码 | Microsoft Docs, 本主题文档介绍如何在更改 AD DS 帐户的密码以后更新 Azure AD Connect。, active-directory
 Azure AD Connect 同步：更改 Azure AD Connect 同步服务帐户 | Microsoft Docs, 本主题文档介绍加密密钥，以及如何在更改密码后将其放弃。, active-directory
 Azure AD Connect 同步：在 Azure AD Connect 同步中进行配置更改 | Azure, 介绍如何对 Azure AD Connect 同步中的配置进行更改。, active-directory
 Azure AD Connect 同步：配置筛选 | Azure, 介绍如何在 Azure AD Connect 同步中配置筛选。, active-directory
 Lotus Domino 连接器 | Azure, 本文介绍如何配置 Microsoft 的 Lotus Domino 连接器。, active-directory
 泛型 LDAP 连接器 | Azure, 本文介绍如何配置 Microsoft 的泛型 LDAP 连接器。, active-directory
 通用 SQL 连接器分步指南 | Azure, 本文将指导你完成一个使用通用 SQL 连接器的简单 HR 系统分步示例。, active-directory
 泛型 SQL 连接器 | Microsoft Docs, 本文介绍如何配置 Microsoft 的泛型 SQL 连接器。, active-directory
 PowerShell 连接器 | Azure, 本文介绍如何配置 Microsoft 的 Windows PowerShell 连接器。, active-directory
 连接器版本发行历史记录 | Microsoft Docs, 本主题列出了 Forefront Identity Manager (FIM) 和 Microsoft Identity Manager (MIM) 的连接器的所有版本, active-directory
 Azure AD Connect 同步：目录扩展 | Azure, 本主题介绍 Azure AD Connect 中的目录扩展功能。, active-directory
 Azure AD Connect 同步：防止意外删除 | Azure, 本主题说明 Azure AD Connect 中的防止意外删除功能。, active-directory
 Azure AD Connect 同步：计划程序 | Azure, 本主题介绍 Azure AD Connect 同步中的内置计划程序功能。, active-directory
 Azure AD Connect 同步：函数引用 | Azure, 在 Azure AD Connect 同步中引用声明性设置表达式。, active-directory
 Azure AD Connect 同步：如何管理 Azure AD 服务帐户 | Azure, 本主题介绍如何还原 Azure AD 服务帐户。, active-directory
 使用 Azure AD Connect 同步实现密码同步 | Microsoft Docs, 介绍密码同步的原理及设置方法。, active-directory
 重新运行 Azure AD Connect 安装向导 | Azure, 介绍安装向导第二次运行时的工作原理。, active-directory
 Azure AD Connect 同步：处理 userCertificate 属性导致的 LargeObject 错误 | Microsoft Docs, 本主题提供针对 userCertificate 属性导致的 LargeObject 错误的补救步骤。, active-directory
 Azure AD Connect 同步：操作任务和注意事项 | Azure, 本主题介绍 Azure AD Connect 同步的操作任务，以及如何准备运行此组件。, active-directory
 Azure AD Connect 同步：启用 AD 回收站 | Microsoft Docs, 本主题提供有关使用 Azure AD Connect 的 AD 回收站功能的建议。, active-directory
 Azure AD Synchronization Service Manager UI 中的连接器 | Microsoft 文档, 了解 Azure AD Connect 的 Synchronization Service Manager 中的“连接器”选项卡。, active-directory
 Azure AD Connect MV 设计器 | Azure, 了解用于 Azure AD Connect 的 Synchronization Service Manager 中的“Metaverse 设计器”选项卡。, active-directory
 Azure AD Connect Sync Service Manager Metaverse 搜索 | Azure, 了解用于 Azure AD Connect 的 Synchronization Service Manager 中的“Metaverse 搜索”选项卡。, active-directory
 Azure AD Connect Synchronization Service Manager 操作 | Azure, 了解用于 Azure AD Connect 的 Synchronization Service Manager 中的“操作”选项卡。, active-directory
 Azure AD Connect 同步：Synchronization Service Manager UI | Azure, 了解适用于 Azure AD Connect 的 Synchronization Service Manager。, active-directory
 Azure AD Connect 同步：技术概念 | Microsoft Docs, 介绍 Azure AD Connect 同步的技术概念。, active-directory
 针对对象无法同步到 Azure AD 进行故障排除 | Microsoft Docs, 针对对象无法同步到 Azure AD 进行故障排除。, active-directory
 使用 Azure AD Connect 同步解决密码同步问题 | Microsoft Docs, 提供有关如何解决密码同步问题的信息, active-directory
 Azure AD Connect 同步：了解体系结构 | Azure, 本主题介绍 Azure AD Connect 同步的体系结构，并解释使用的术语。, active-directory
 Azure AD Connect：声明性预配表达式 | Azure, 介绍声明性设置表达式。, active-directory
 Azure AD Connect：了解声明性预配 | Azure, 介绍 Azure AD Connect 中的声明性预配配置模型。, active-directory
 Azure AD Connect 同步：了解默认配置 | Azure, 本文介绍 Azure AD Connect 同步中的默认配置。, active-directory
 Azure AD Connect 同步：了解用户和联系人 | Azure, 介绍 Azure AD Connect 同步中的用户和联系人。, active-directory
 Azure AD Connect 同步：理解和自定义同步 | Azure, 介绍 Azure AD Connect 同步的工作原理以及如何自定义。, active-directory
 标识同步和重复属性复原 | Azure, 介绍如何借助一种新的行为，在目录同步期间使用 Azure AD Connect 处理具有 UPN 或 ProxyAddress 冲突的对象。, active-directory
 Azure AD Connect 同步服务功能和配置 | Azure, 介绍 Azure AD Connect 同步服务的服务端功能。, active-directory
 Azure AD Connect 同步服务影子属性 | Microsoft Docs, 介绍影子属性在 Azure AD Connect 同步服务中的工作方式。, active-directory
 了解 Azure Active Directory 应用程序清单 | Azure, 详细介绍 Azure Active Directory 应用程序清单，该清单表示 Azure AD 租户中的应用程序标识配置，并方便实现 OAuth 授权、许可体验和其他功能。, active-directory
 Azure Active Directory 应用程序对象和服务主体对象 | Azure, 介绍 Azure Active Directory 中应用程序对象与服务主体对象之间的关系, active-directory
 v2.0 终结点概述 | Azure, 使用 Microsoft 帐户和 Azure Active Directory 登录的构建应用简介。, active-directory
 Azure Active Directory 身份验证库 | Azure, 通过 Azure AD 身份验证库 (ADAL)，客户端应用程序开发人员能够轻松地使用户通过云或本地 Active Directory (AD) 的身份验证，然后获取访问令牌，以进行安全的 API 调用。, active-directory
 Azure Active Directory 身份验证协议 | Azure, 概述 Azure Active Directory (AD) 支持的身份验证协议, active-directory
 Azure AD 的身份验证方案 | Azure, Azure Active Directory (AAD) 的五个最常见身份验证方案概述, active-directory
 适用于应用程序的品牌准则 | Azure, 介绍面向开发人员的 Azure Active Directory 资源的综合性指南, active-directory
 Azure Active Directory 代码示例 | Azure, Azure Active Directory 代码示例的索引，按方案组织。, active-directory
 Azure Active Directory 开发人员词汇表 | Azure, 常用的 Azure Active Directory 开发人员概念和功能术语列表。, active-directory
 了解 Azure Active Directory 中的 OAuth2 隐式授权流 | Azure, 详细了解 Azure Active Directory 的 OAuth2 隐式授权流实现，以及它是否适合你的应用程序。, active-directory
 针对开发人员的 Azure Active Directory | Microsoft Docs, Azure Active Directory 开发人员指南中的所有指南和参考文章列表。, active-directory
 Azure Active Directory 开发人员指南 | Azure, 本文提供面向开发人员的 Azure Active Directory 资源的综合性指南。, active-directory
 如何使 AppSource 通过 Azure Active Directory 的认证 | Azure, 详细说明如何使应用程序 AppSource 通过 Azure Active Directory 的认证。, active-directory
 如何生成可让任何 Azure AD 用户登录的应用 | Azure, 有关如何构建一个可使用户从任何 Azure Active Directory 租户登录的应用程序（也称为多租户应用程序）的分步说明。, active-directory
 Azure AD Android 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Android 应用程序。, active-directory
 Azure AD AngularJS 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 AngularJS 单页面应用程序。, active-directory
 Azure AD Cordova 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Cordova 应用程序。, active-directory
 Azure AD .NET 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 .NET Windows 桌面应用程序。, active-directory
 Azure AD Java 命令行入门 | Azure, 如何生成使用户登录以访问 API 的 Java 命令行应用。, active-directory
 Azure AD iOS 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 iOS 应用程序。, active-directory
 开始使用 node.js 进行 Azure AD 登录和注销, 如何生成一个与 Azure AD 集成以方便登录的 node.js Express MVC Web 应用。, active-directory
 Azure AD .NET Web API 入门 | Azure, 如何生成一个与 Azure AD 集成以进行身份验证和授权的 .NET MVC Web API。, active-directory
 Azure AD NodeJS 入门 | Azure, 如何生成一个与 Azure AD 集成以进行身份验证的 Node.js REST Web API。, active-directory
 Azure AD .NET Web 应用入门 | Azure, 生成一个与 Azure AD 集成以方便登录的 .NET MVC Web 应用。, active-directory
 Azure AD Java Web 应用入门 | Azure, 生成可让用户使用工作或学校帐户登录的 Java Web 应用。, active-directory
 Azure AD Windows Phone 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Windows Phone 应用程序。, active-directory
 Azure AD Windows 应用商店入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Windows 应用商店应用程序。, active-directory
 Azure AD Xamarin 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Xamarin 应用程序。, active-directory
 Azure AD 联合元数据 | Azure, 本文介绍 Azure Active Directory 针对接受 Azure Active Directory 令牌的服务发布的联合元数据文档。, active-directory
 Azure AD 图形 API 快速入门 | Azure, Azure Active Directory 图形 API 通过 OData REST API 终结点提供对 Azure AD 的编程访问权限。应用程序可以使用图形 API 对目录数据和对象执行创建、读取、更新和删除 (CRUD) 操作。, active-directory
 Azure Active Directory 图形 API | Azure, 有关可通过 REST API 终结点提供对 Azure AD 的编程访问权限的图形 API 的概述和快速入门指南。, active-directory
 如何将应用程序添加到 Azure Active Directory。, 本文介绍如何将应用程序添加到 Azure Active Directory 的实例。, active-directory
 如何与 Azure Active Directory 集成 | Microsoft Docs, 介绍与 Azure Active Directory 集成的好处与相关资源的指南。, active-directory
 如何获取 Azure AD 租户 | Azure, 如何获取用于注册和生成应用程序的 Azure Active Directory 租户。, active-directory
 将应用程序与 Azure Active Directory 集成 | Azure, 有关如何在 Azure Active Directory (Azure AD) 中添加、更新或删除应用程序的详细信息。, active-directory
 了解 Azure AD 中的 OAuth 2.0 授权代码流 | Azure, 本文介绍如何使用 Azure Active Directory 和 OAuth 2.0，通过 HTTP 消息来授权访问租户中的 Web 应用程序和 Web API。, active-directory
 使用 OAuth2.0 进行 Azure AD 服务到服务身份验证 | Azure, 本文介绍如何使用 OAuth2.0 客户端凭据授权流通过 HTTP 消息实现服务到服务身份验证。, active-directory
 了解 Azure AD 中的 OpenID Connect 身份验证代码流 | Azure, 本文介绍如何使用 Azure Active Directory 和 OpenID Connect，通过 HTTP 消息来授权访问租户中的 Web 应用程序和 Web API。, active-directory
 在 Azure Active Directory 中为预先集成的应用自定义 SAML 令牌中颁发的声明 | Azure, 了解如何在 Azure Active Directory 中为预先集成的应用自定义 SAML 令牌中颁发的声明, active-directory
 如何在 Azure Active Directory 中调试对应用程序进行的基于 SAML 的单一登录 | Azure, 了解如何在 Azure Active Directory 中调试对应用程序进行基于 SAML 的单一登录, active-directory
